Project ID,Provider,Receiver,Transaction type,Finance type,Sector,Sector code,Sector vocabulary code,Value,Currency,Transaction date,Description
41122-Nepal-2970/A0/05/602/010,UNOCHA,UNICEF-41122,Commitment,,,,99,13024,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,UNOCHA,UNICEF-41122,Commitment,,,,99,159065,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,Global - Education,UNICEF-41122,Commitment,,,,99,6937,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,Global - Water Sanitation & Hygiene,UNICEF-41122,Commitment,,,,99,110189,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,BASIC EDUCATION AND GENDER EQUALITY,UNICEF-41122,Commitment,,,,99,11635,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,European Commission/EC,UNICEF-41122,Commitment,,,,99,1126,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,Nepal,UNICEF-41122,Commitment,,,,99,927000,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,Swedish Committee for UNICEF,UNICEF-41122,Commitment,,,,99,120000,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,73343,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,1692,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,European Commission/EC,UNICEF-41122,Commitment,,,,99,8368,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,112,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,Finland,UNICEF-41122,Commitment,,,,99,132950,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,United States Fund for UNICEF,UNICEF-41122,Commitment,,,,99,110887,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,59829,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,25680,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,The United Kingdom,UNICEF-41122,Commitment,,,,99,348,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,German Committee for UNICEF,UNICEF-41122,Commitment,,,,99,-1709,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,169167,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,92665,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,United States Fund for UNICEF,UNICEF-41122,Commitment,,,,99,473191,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,United States Fund for UNICEF,UNICEF-41122,Commitment,,,,99,362501,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,BASIC EDUCATION AND GENDER EQUALITY,UNICEF-41122,Commitment,,,,99,35004,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,UNOCHA,UNICEF-41122,Commitment,,,,99,226996,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,-474,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,BASIC EDUCATION AND GENDER EQUALITY,UNICEF-41122,Commitment,,,,99,-20,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,Global - Thematic Humanitarian Resp,UNICEF-41122,Commitment,,,,99,-1,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,Global - Thematic Humanitarian Resp,UNICEF-41122,Commitment,,,,99,797,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,74010,,1,401657,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72010,,1,42067,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72010,,1,7883,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72050,,1,777586,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72050,,1,115324,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,74010,,1,1869067,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72050,,1,17950,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,11110,,1,1447,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,11110,,1,101,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,74010,,1,43720,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,74010,,1,796524,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,72050,,1,181633,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-05,,99,382355,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,271,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,740,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-02,,99,331,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-08,,99,8,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-02,,99,4091,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-04,,99,25058,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,13682,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-04,,99,287,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,677,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,2129,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,124,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,150,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,82,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,754,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-01,,99,45,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,471,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,329,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-04,,99,8,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-05,,99,1007,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-01,,99,71,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-05,,99,156839,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-01,,99,1529,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,3052,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,2460,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-02,,99,1080,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-01,,99,13,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,752,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,6209,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,351,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-02,,99,2169,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-02,,99,680,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,305,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-06,,99,4440,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-06,,99,8365,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,6498,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-04,,99,106,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,147,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,715,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,7788,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-06,,99,285618,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-06,,99,1390,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,226,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,41943,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-02,,99,928,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-02,,99,6618,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-03,,99,189,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-02,,99,15,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,1382572,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-08,,99,7989,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-02,,99,4648,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-06,,99,11597,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-01,,99,15,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-05,,99,377,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,404,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,1644,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-06,,99,172,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,1407,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,846,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-04,,99,731194,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,44519,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,29194,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,2839,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-06,,99,8550,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,12525,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,-1,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-02,,99,58,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-05,,99,89912,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,934,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,187,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-06,,99,5209,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-01,,99,3009,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-02,,99,5030,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,1262,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,1682,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-04,,99,181,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-02,,99,508,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,105,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-06,,99,15426,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-04,,99,668734,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,20369,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,793,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-08,,99,459,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-01,,99,10,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-02,,99,5347,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA06-05,,99,208,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,6270,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,12269,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-06,,99,6710,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,6505,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,124075,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-03,,99,3,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,1147,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,3,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,504,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,12,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Expenditure,,PA05-02,,99,2685,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/010,"
        ",UNICEF-41122,Disbursement,,,,99,3944056,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Norway,UNICEF-41122,Commitment,,,,99,99964,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,UNOCHA,UNICEF-41122,Commitment,,,,99,17208,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Netherlands Committee for UNICEF,UNICEF-41122,Commitment,,,,99,414,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,United States Fund for UNICEF,UNICEF-41122,Commitment,,,,99,168000,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Global - Thematic Humanitarian Resp,UNICEF-41122,Commitment,,,,99,859841,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Denmark,UNICEF-41122,Commitment,,,,99,1043,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,UNOCHA,UNICEF-41122,Commitment,,,,99,3254540,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Denmark,UNICEF-41122,Commitment,,,,99,498957,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Canada,UNICEF-41122,Commitment,,,,99,2632,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Global - Water Sanitation & Hygiene,UNICEF-41122,Commitment,,,,99,694474,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Japan,UNICEF-41122,Commitment,,,,99,1670492,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,226944,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Norway,UNICEF-41122,Commitment,,,,99,100036,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Canada,UNICEF-41122,Commitment,,,,99,792236,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,Japan,UNICEF-41122,Commitment,,,,99,1107286,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,12056,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Global - Thematic Humanitarian Resp,UNICEF-41122,Commitment,,,,99,1940159,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,Netherlands Committee for UNICEF,UNICEF-41122,Commitment,,,,99,43586,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",UNICEF-41122,Expenditure,,72050,,1,164532,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",UNICEF-41122,Expenditure,,72050,,1,599600,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,"
        ",UNICEF-41122,Expenditure,,72010,,1,3462168,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,"
        ",UNICEF-41122,Expenditure,,72010,,1,2189221,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002,"
        ",UNICEF-41122,Expenditure,,72050,,1,297519,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,3759687,USD,2015-12-31,
41122-Nepal-2970/A0/05/805/002,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,2355990,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",ACTION CONTRE LA FAIM NEPAL - 2500232356,Disbursement,,,,99,86101,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",COMMITTED SOCIETY FOR CHANGE NEPAL - 2500232441,Disbursement,,,,99,47616,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",ENVIRONMENTAL SANITATION SECTION DEPARTMENT OF WATER - 500207706,Disbursement,,,,99,50222,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002," CANADA
        ","NOBEL COMPASSIONATE VOLUNTEERS - 2500232221
",Disbursement,,,,99,27066,USD,2016-02-29,
41122-Nepal-2970/A0/05/805/002," CANADA
        ",SHANTI NEPAL - 2500232299,Disbursement,,,,99,47616,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,238801,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,12334,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,The United Kingdom,UNICEF-41122,Commitment,,,,99,34852,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,43495,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,29510,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,Global - Child Protection,UNICEF-41122,Commitment,,,,99,6546,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Global - Child Protection,UNICEF-41122,Commitment,,,,99,109071,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,The United Kingdom,UNICEF-41122,Commitment,,,,99,34952,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Norway,UNICEF-41122,Commitment,,,,99,99,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Swedish Committee for UNICEF,UNICEF-41122,Commitment,,,,99,23166,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,Australia,UNICEF-41122,Commitment,,,,99,2576,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Norway,UNICEF-41122,Commitment,,,,99,67613,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,7770,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,Global - Child Protection,UNICEF-41122,Commitment,,,,99,77929,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,UNDP - USA,UNICEF-41122,Commitment,,,,99,56848,USD,2013-12-31,
41122-Nepal-2970/A0/05/601/006,UNDP - USA,UNICEF-41122,Commitment,,,,99,78756,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,Australia,UNICEF-41122,Commitment,,,,99,3865,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,Global - Child Protection,UNICEF-41122,Commitment,,,,99,15069,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,Norway,UNICEF-41122,Commitment,,,,99,56474,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,222608,USD,2013-12-31,
41122-Nepal-2970/A0/05/601/006,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,248226,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,241867,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,Global - Child Protection,UNICEF-41122,Commitment,,,,99,57278,USD,2014-12-31,
41122-Nepal-2970/A0/05/601/006,Australia,UNICEF-41122,Commitment,,,,99,1419,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,97666,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,The United Kingdom,UNICEF-41122,Commitment,,,,99,106380,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,"
        ",UNICEF-41122,Expenditure,,16010,,1,375674,USD,2015-12-31,
41122-Nepal-2970/A0/05/601/006,"
        ",UNICEF-41122,Expenditure,,16010,,1,50956,USD,2016-02-29,
41122-Nepal-2970/A0/05/601/006,"
        ",UNICEF-41122,Expenditure,,16010,,1,284030,USD,2013-12-31,
41122-Nepal-2970/A0/05/601/006,"
        ",UNICEF-41122,Expenditure,,16010,,1,549295,USD,2014-12-31,
